"FBCP1_4.no","FBCP1_4.si","FBCP1_6.indígena?","FBCP1_6.mestizo/a?","FBCP1_7.casado","FBCP1_7.separado","FBCP1_7.soltero","FBCP1_7.unión libre","FBCH_17.no","FBCH_17.si","FSCCN_23.hombre","FSCCN_23.mujer","FBCH_1.carretera/ calle pavimentada o adoquinada","FBCH_1.empedrado","FBCH_1.lastrado/ calle de tierra","FBCH_1.sendero","FBCH_2.casa o villa","FBCH_2.departamento","FBCH_2.mediagua","FBCH_2.rancho","FBCH_3.asbesto(eternit)?","FBCH_3.hormigón/losa/cemento?","FBCH_3.teja?","FBCH_3.zinc?","FBCH_4.asbesto/cemento (fibrolit)?","FBCH_4.hormigón/bloque/ladrillo?","FBCH_4.madera?","FBCH_5.cemento/ladrillo?","FBCH_5.cerámica/baldosa/vinyl?","FBCH_5.duela/ parquet/ tabloncillo/ tablón tratado/ piso flotante ?","FBCH_5.tabla/tablón no tratado?","FBCH_6.otra fuente por tubería?","FBCH_6.pozo?","FBCH_6.red pública?","FBCH_6.río/ vertiente/ acequia?","FBCH_7.no recibe agua por tubería, sino por otros medios?","FBCH_7.por tubería dentro de la vivienda?","FBCH_7.por tubería fuera de la vivienda pero dentro del edificio, lote o terreno?","FBCH_8.excusado y alcantarillado?","FBCH_8.excusado y pozo ciego?","FBCH_8.excusado y pozo séptico?","FBCH_8.no tiene?","FBCH_10.la queman?","FBCH_10.servicio municipal ?","FBCH_11","FBCH_12","FBCH_13.la beben tal como llega al hogar?","FBCH_13.la hierven?","FBCH_14.gas?","FBCH_14.leña/carbón?","FBCH_15.no","FBCH_15.si","FBCH_16.no","FBCH_16.si","FBCH_18.cedida?","FBCH_18.en arriendo?","FBCH_18.propia y la está pagando?","FBCH_18.propia y totalmente pagada ?","FBCP1_1","FBCP1_5","FBCP1_8.Educación Básica","FBCP1_8.Educación Media/Bachillerato","FBCP1_8.Superior","FIPA_4.no","FIPA_4.si","FIPA_5.entre una hora y menos de 24 horas?","FIPA_5.inmediatamente después de nacido (después del parto)?","FIPA_5.más de un día?","FIPA_5.menos de una hora?","FIPA_6.no","FIPA_6.si","FIPA_11.no","FIPA_11.si","FIPA_12.no","FIPA_12.si","FIPA_13.no","FIPA_13.si","FIPA_14","FIPA_15.no","FIPA_15.si","FIPA_17.no","FIPA_17.si","FIPA_19.no","FIPA_19.no sabe / no responde","FIPA_19.si","FIPA_20.no","FIPA_20.si","FIPA_21","FIPA_22.no","FIPA_22.si","FIPA_24.no","FIPA_24.no sabe / no responde","FIPA_24.si","FIPA_26.no","FIPA_26.si","FIPA_28.no","FIPA_28.no sabe / no responde","FIPA_28.si","FIPA_32.no","FIPA_32.si","FIPA_33.no","FIPA_33.no sabe / no responde","FIPA_33.si","FIPA_34.no","FIPA_34.si","FIPA_35.no","FIPA_35.si","FIPA_36.no","FIPA_36.no sabe / no responde","FIPA_36.si","FBCP1_3.no quería más hijos?","FBCP1_3.quería esperar mas tiempo ?","FBCP1_3.tener ese hijo?","FSCE_2.clínica/consultorio privado","FSCE_2.establecimientos de salud del msp","FSCE_2.hospital/clínica/dispensario del iess","FSCE_3","FSCE_4","FSCE_5.no","FSCE_5.si","FSCE_6.clínica/consultorio privado","FSCE_6.en casa","FSCE_6.establecimientos de salud del msp","FSCE_6.hospital/clínica/dispensario del iess","FSCE_7.médico","FSCE_7.obstetriz","FSCE_8.césaria","FSCE_8.normal (vaginal)","FSCE_9.a tiempo","FSCE_9.prematuro","FSCE_10.no","FSCE_10.si","FSCE_11","FSCE_12","FSCE_13","FSCE_14.clínica/consultorio privado","FSCE_14.consejo provincial/unidad municipal de salud","FSCE_14.establecimientos de salud del msp","FSCN_2.gramos","FSCN_2.kilos-gramos","FSCN_2.libras-onzas","FSCN_2.no sabe","FSCN_5.igual","FSCN_5.más grande","FSCN_5.pequeño","FSCN_6.no","FSCN_6.si","FSCN_6.si le entregaron pero se perdio","FSCN_7.no","FSCN_7.si","FSCN_9.no","FSCN_9.si","FSCN_11.no","FSCN_11.si","FSCN_13.no","FSCN_13.si","FSCCN_2","FSCCN_3","FSCCN_4","FSCCN_5.¿estaba enfermo?","FSCCN_5.¿para control niño sano?","FSCCN_6.clínica/consultorio privado","FSCCN_6.establecimientos de salud del msp","FSCCN_6.hospital/clínica/dispensario del iess","FSCCN_8","FSCCN_9","FSCCN_10","FSCCN_11","FSCCN_12","FSCCN_13","FSCCN_14","FSCCN_15","FSCCN_16","FSCCN_17","FSCCN_18","FSCCN_19","FSCCN_21.0-11","FSCCN_21.12-18","FSCCN_21.19-23","FSCCN_21.24-30","FSCCN_21.31-35","FSCCN_22","FIPA_1","FIPA_2","FIPA_3","FIEI_1.no","FIEI_1.si","FIEI_4.no","FIEI_4.si","dcronica"
1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,2,0,1,1,0,1,0,1,0,0,1,0,0,27,2,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,2.62230041048852,1,0,1,0,1,0,0,1,0,1.36291958663944,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,3,8,0,1,0,0,1,0,1,0,1,0,1,0,0,1,5,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,16.6280997493504,16.7320906107307,16.7090534524407,16.7090534524407,17.1314592171156,16.7090534524407,16.7090534524407,16.7090534524407,16.8855002873006,17.1314592171156,16.7090534524407,16.7090534524407,0,0,1,0,0,20,0,0,1,1,0,1,0,"0"
0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,29,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,3,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,5,10,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,8,0,1,0,1,0,16,16,16,16,16.6572230562823,16,16.4336990657207,16,16,16.6572230562823,16,16,0,0,0,1,0,28,5,7,1,1,0,1,0,"0"
1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,4,3,0,1,1,0,1,0,1,0,0,0,0,1,32,3,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,2.52001659815889,1,0,1,0,1,0,0,1,0,1.56183716036394,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,10,8,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,18,18,18,18,18,18,18,18,18,18,18,18,1,0,0,0,0,9,66,66,66,1,0,0,1,"0"
1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,32,5,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,2.12049079770667,0,0,1,0,0,1,0,1,0,1.36539557827435,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,4,9,1,0,0,0,1,0,0,1,0,1,1,0,0,1,7,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,7,0,0,0,1,0,1,0,17.0260400101282,17.0832673733869,17.0260400101282,17.0260400101282,17.1688744031031,17.0260400101282,17.0260400101282,17.0260400101282,17.0696343060457,17.1688744031031,17.0260400101282,17.0260400101282,0,0,0,1,0,24,0,0,1,1,0,1,0,"1"
1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,2,0,1,1,0,1,0,0,1,0,1,0,0,28,3,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,6,1,0,1,0,0,0,1,0,1,2,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,4,15,0,1,0,0,0,1,1,0,1,0,1,0,0,1,3,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,4,0,0,0,1,0,1,0,16,16,16,16,17,16,16,16,16,17,16,16,0,0,0,1,0,28,0,0,1,1,0,1,0,"0"
1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,2,1,0,1,0,1,0,1,0,0,0,1,0,32,2,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,4,1,0,1,0,0,0,1,0,1,3,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,4,9,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,16,16,16,16,16.7166289308713,16,16.3197241985994,16.3197241985994,16.3756144082474,16.7166289308713,16.3197241985994,16.3197241985994,0,0,0,1,0,29,0,2,0,1,0,1,0,"0"
1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,6,3,0,1,1,0,1,0,0,1,1,0,0,0,27,3,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,2,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,12,6,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,16,16,16,16,16.5775893130841,16,16,16.3076106844724,16.4302475104323,16.5775893130841,16,16,0,0,0,0,1,33,0,6,0,1,0,1,0,"0"
1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,2,1,0,1,0,1,0,1,0,0,0,0,1,22,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,2.72419326765159,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,4,9,0,1,0,0,1,0,1,0,0,1,0,0,0,1,4,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,4,0,0,0,1,0,1,0,16.5832723265617,16.6594647120274,16.6616215438117,16.6616215438117,17.1316040630875,16.6616215438117,16.6616215438117,16.6616215438117,16.7529328808682,17.1316040630875,16.6616215438117,16.6616215438117,0,0,0,1,0,30,0,6,0,1,0,1,0,"0"
1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,2,1,1,0,1,0,1,0,1,0,0,0,0,1,25,2,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1.62654846849476,1,0,1,0,1,0,0,1,0,1.37963750947573,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,10,7,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,2,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,2,0,0,1,0,1,0,18,18,18,18,18,18,18,18,18,18,18,18,1,0,0,0,0,8,66,66,66,1,0,1,0,"0"
1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,2,0,1,1,0,1,0,1,0,0,0,0,1,26,2,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,2.40759034484349,0,0,1,0,0,1,0,1,0,1.56767958829357,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,8,2,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,18,18,18,17.3577370612933,17.6914411956674,18,17.3577370612933,18,17.3994722707999,17.6914411956674,18,17.3577370612933,1,0,0,0,0,3,66,66,66,1,0,1,0,"0"
1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,5,2,0,1,1,0,1,0,1,0,0,0,0,1,39,3,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,3.71307251774394,0,0,1,0,0,1,0,1,0,1.74841479627762,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,8,7,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,2,0,0,1,0,1,0,14,14,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,48,0,6,1,0,1,0,1,"0"
1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,4,2,0,1,1,0,1,0,1,0,0,0,0,1,35,3,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,5,20,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0.905039759021256,0.402067259382104,0.879571053568432,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,2,0,0,1,0,1,0,18,18,18,18,18,18,18,18,18,18,18,18,1,0,0,0,0,11,66,66,66,1,0,1,0,"0"
1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,5,2,0,1,1,0,1,0,1,0,0,0,1,0,31,2,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,4.07637607205874,1,0,0,1,0,0,1,1,0,1.3328126503461,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,8,8,1,0,0,0,0,1,0,1,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,4,0,0,0,1,0,0,1,17,17,17,17,17,17,17,17,17,17,17,17,0,0,1,0,0,22,0,0,1,1,0,0,1,"0"
1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,4,2,0,1,1,0,1,0,0,1,0,0,0,1,32,4,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,3.27938491062271,0,0,1,0,1,0,0,1,0,1.53556115933123,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,4,9,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,16.2622165041351,16.3289533942631,16.3259272303379,16.3259272303379,16.8627155753598,16.3259272303379,16.3259272303379,16.3259272303379,16.4174091291362,16.8627155753598,16.3259272303379,16.3259272303379,0,0,0,0,0,55,0,6,1,1,0,0,1,"0"
1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,2,0,1,1,0,1,0,1,0,0,0,1,0,39,3,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,2,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,12,6,0,1,0,0,1,0,0,1,0,1,0,1,0,1,3,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,3,0,0,0,1,0,1,0,16.8249426811787,17.029332874767,17.007324119178,17.007324119178,17.1620107159811,17.007324119178,17.007324119178,17.007324119178,17.007324119178,17.1620107159811,17.007324119178,17.007324119178,0,0,1,0,0,23,66,66,66,1,0,0,1,"0"
0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,4,3,1,0,1,0,1,0,1,0,0,0,0,1,22,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,2,1,0,1,0,0,0,1,0,1,2,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,8,10,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,6,0,1,0,1,0,16,16.1329982053654,16,16,16,16,16,16,16,16,16,16,0,0,0,0,1,31,0,10,0,0,1,0,1,"0"
0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,6,5,0,1,1,0,1,0,0,1,0,0,0,0,30,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,8,15,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1.31653647515638,0.886521882359067,0.258125257005479,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,16.8730587027654,17.0469810484037,17.1094587210166,17.1094587210166,17.4064211488967,17.1094587210166,17.1094587210166,17.1094587210166,17.2297442481237,17.4064211488967,17.1094587210166,17.1094587210166,1,0,0,0,0,11,14,0,0,0,1,0,1,"0"
0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,5,3,1,0,1,0,1,0,0,1,0,0,0,1,20,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,3.5772521470226,1,0,1,0,1,0,0,1,0,1.56180564912438,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,12,9,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,18,18,18,18,18.1009320329656,18,18,18,18,18.1009320329656,18,18,1,0,0,0,0,5,66,66,66,1,0,1,0,"0"
1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,5,3,1,0,1,0,1,0,1,0,0,0,0,1,26,2,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,2,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,8,10,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1.2596438637984,0.78701122273833,0.315659724929377,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,16,16.2666546150301,16,16,16,16,16,16,16,16,16,16,0,0,0,1,0,30,0,1,0,1,0,1,0,"0"
1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,2,1,0,1,0,1,0,0,1,0,1,0,0,30,2,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,2,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,8,12,0,1,0,0,1,0,1,0,0,1,1,0,0,1,6,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,17,17,17,17,17,17,17,17,17,17,17,17,0,1,0,0,0,16,0,0,2,1,0,1,0,"0"
1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,2,1,0,1,0,1,0,0,1,0,1,0,0,24,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,2,1,0,1,0,1,0,0,0,1,2,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,8,6,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,16.5311143518502,16.6112097465379,16.7876224549644,16.7876224549644,16.9729198048975,16.7876224549644,16.7876224549644,16.7876224549644,16.8368304837185,16.9729198048975,16.7876224549644,16.7876224549644,0,0,0,1,0,30,0,0,1,1,0,1,0,"0"
1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,2,2,1,0,1,0,1,0,0,1,1,0,0,0,40,5,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,5,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,4,12,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,14,14,15,15,16,15,15,15,15,15,15,15,0,0,0,0,0,47,0,0,1,1,0,1,0,"1"
1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,1,0,1,1,0,1,0,0,1,0,0,0,1,27,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,4,1,0,1,0,0,0,1,0,1,2,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,12,12,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,2,0,0,0,1,0,1,0,16,16.2246460294984,16,16,16,16,16,16,16,16,16,16.3232297029216,0,0,0,0,1,35,0,6,1,1,0,1,0,"1"
1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,24,2,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,2,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,16,4,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0.461517676818075,0.840298411364598,0.556064129433085,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,6,0,1,0,1,0,16,16.4165619951937,16.476107133597,16.476107133597,16.7163184267617,16,16,16,16,17,16,16,0,0,0,1,0,28,0,0,1,1,0,1,0,"0"
1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,6,2,0,0,1,0,1,0,1,0,0,1,0,0,32,2,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,2,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,4,16,0,1,0,0,0,1,0,1,1,0,0,1,0,1,6,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,17,16.1890766676313,17,17,17,16.4974078613846,16.4974078613846,17,17,17,16.4974078613846,16.4974078613846,0,1,0,0,0,18,0,10,0,1,0,0,1,"0"
1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,2,2,1,0,1,0,1,0,1,0,0,1,0,0,29,4,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,2.64571676514954,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,8,5,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,16.7777167741377,16.9372163355617,16.9482600736366,16.9482600736366,17.0996964388697,16.9482600736366,16.9482600736366,16.9482600736366,16.9482600736366,17.0996964388697,16.9482600736366,16.9482600736366,0,0,0,1,0,24,0,0,0,1,0,1,0,"1"
1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,4,2,0,1,1,0,1,0,1,0,0,0,0,1,22,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,4,1,0,1,0,0,0,1,0,1,2,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,6,5,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0.469467358097071,0.732899486122592,0.411791724541331,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,2,0,0,0,1,0,1,0,16,16.1880269294119,16,16,17,16,16,16,16,17,16,16,0,0,0,1,0,27,0,0,1,1,0,1,0,"1"
