"FBCP1_4.no","FBCP1_4.si","FBCP1_6.indígena?","FBCP1_6.mestizo/a?","FBCP1_7.casado","FBCP1_7.divorciado","FBCP1_7.separado","FBCP1_7.soltero","FBCP1_7.unión libre","FBCH_17.no","FBCH_17.si","FSCCN_23.hombre","FSCCN_23.mujer","FBCH_1.carretera/ calle pavimentada o adoquinada","FBCH_1.empedrado","FBCH_1.lastrado/ calle de tierra","FBCH_1.sendero","FBCH_2.casa o villa","FBCH_2.departamento","FBCH_2.mediagua","FBCH_2.rancho","FBCH_3.asbesto(eternit)?","FBCH_3.hormigón/losa/cemento?","FBCH_3.teja?","FBCH_3.zinc?","FBCH_4.asbesto/cemento (fibrolit)?","FBCH_4.hormigón/bloque/ladrillo?","FBCH_4.madera?","FBCH_5.cemento/ladrillo?","FBCH_5.cerámica/baldosa/vinyl?","FBCH_5.duela/ parquet/ tabloncillo/ tablón tratado/ piso flotante ?","FBCH_5.tabla/tablón no tratado?","FBCH_6.otra fuente por tubería?","FBCH_6.pozo?","FBCH_6.red pública?","FBCH_6.río/ vertiente/ acequia?","FBCH_7.no recibe agua por tubería, sino por otros medios?","FBCH_7.por tubería dentro de la vivienda?","FBCH_7.por tubería fuera de la vivienda pero dentro del edificio, lote o terreno?","FBCH_8.excusado y alcantarillado?","FBCH_8.excusado y pozo ciego?","FBCH_8.excusado y pozo séptico?","FBCH_8.no tiene?","FBCH_10.la queman?","FBCH_10.servicio municipal ?","FBCH_11","FBCH_12","FBCH_13.la beben tal como llega al hogar?","FBCH_13.la hierven?","FBCH_14.gas?","FBCH_14.leña/carbón?","FBCH_15.no","FBCH_15.si","FBCH_16.no","FBCH_16.si","FBCH_18.cedida?","FBCH_18.en arriendo?","FBCH_18.propia y la está pagando?","FBCH_18.propia y totalmente pagada ?","FBCP1_1","FBCP1_5","FBCP1_8.Educación Básica","FBCP1_8.Educación Media/Bachillerato","FBCP1_8.Superior","FIPA_4.no","FIPA_4.si","FIPA_5.entre una hora y menos de 24 horas?","FIPA_5.inmediatamente después de nacido (después del parto)?","FIPA_5.más de un día?","FIPA_5.menos de una hora?","FIPA_6.no","FIPA_6.si","FIPA_11.no","FIPA_11.si","FIPA_12.no","FIPA_12.si","FIPA_13.no","FIPA_13.si","FIPA_14","FIPA_15.no","FIPA_15.si","FIPA_17.no","FIPA_17.si","FIPA_19.no","FIPA_19.no sabe / no responde","FIPA_19.si","FIPA_20.no","FIPA_20.si","FIPA_21","FIPA_22.no","FIPA_22.si","FIPA_24.no","FIPA_24.no sabe / no responde","FIPA_24.si","FIPA_26.no","FIPA_26.si","FIPA_28.no","FIPA_28.no sabe / no responde","FIPA_28.si","FIPA_32.no","FIPA_32.si","FIPA_33.no","FIPA_33.no sabe / no responde","FIPA_33.si","FIPA_34.no","FIPA_34.si","FIPA_35.no","FIPA_35.si","FIPA_36.no","FIPA_36.no sabe / no responde","FIPA_36.si","FBCP1_3.no quería más hijos?","FBCP1_3.quería esperar mas tiempo ?","FBCP1_3.tener ese hijo?","FSCE_2.clínica/consultorio privado","FSCE_2.establecimientos de salud del msp","FSCE_2.hospital/clínica/dispensario del iess","FSCE_3","FSCE_4","FSCE_5.no","FSCE_5.si","FSCE_6.clínica/consultorio privado","FSCE_6.en casa","FSCE_6.establecimientos de salud del msp","FSCE_6.hospital/clínica/dispensario del iess","FSCE_7.médico","FSCE_7.obstetriz","FSCE_8.césaria","FSCE_8.normal (vaginal)","FSCE_9.a tiempo","FSCE_9.prematuro","FSCE_10.no","FSCE_10.si","FSCE_11","FSCE_12","FSCE_13","FSCE_14.clínica/consultorio privado","FSCE_14.consejo provincial/unidad municipal de salud","FSCE_14.establecimientos de salud del msp","FSCN_2.gramos","FSCN_2.kilos-gramos","FSCN_2.libras-onzas","FSCN_2.no sabe","FSCN_5.igual","FSCN_5.más grande","FSCN_5.pequeño","FSCN_6.no","FSCN_6.si","FSCN_6.si le entregaron pero se perdio","FSCN_7.no","FSCN_7.si","FSCN_9.no","FSCN_9.si","FSCN_11.no","FSCN_11.si","FSCN_13.no","FSCN_13.si","FSCCN_2","FSCCN_3","FSCCN_4","FSCCN_5.¿estaba enfermo?","FSCCN_5.¿para control niño sano?","FSCCN_6.clínica/consultorio privado","FSCCN_6.establecimientos de salud del msp","FSCCN_6.hospital/clínica/dispensario del iess","FSCCN_8","FSCCN_9","FSCCN_10","FSCCN_11","FSCCN_12","FSCCN_13","FSCCN_14","FSCCN_15","FSCCN_16","FSCCN_17","FSCCN_18","FSCCN_19","FSCCN_21.0-11","FSCCN_21.12-18","FSCCN_21.19-23","FSCCN_21.24-30","FSCCN_21.31-35","FSCCN_22","FIPA_1","FIPA_2","FIPA_3","FIEI_1.no","FIEI_1.si","FIEI_4.no","FIEI_4.si","dcronica"
1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,-1.51744299049352,-1.82882292495323,1,0,1,0,1,0,1,0,0,0,0,1,-2.20034446766424,-0.17965147084457,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,-1.24660036121253,1,0,1,0,1,0,0,1,0,-0.663564547141347,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0.63407333964662,-0.032217859221167,0,1,0,0,1,0,1,0,0,1,1,0,0,1,-0.519047072792045,-1.00888249066132,0.384352400674838,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,-0.253069330898656,0.172138687738312,-0.167045671757598,0,1,0,1,0,1.34325848766937,0.183383354292079,1.27582206713883,-0.0289200892853229,0.0159147489196739,1.27360434803735,-0.0304429836382245,1.28549368027375,-0.0322358427994095,0.021686784943294,1.28294180093407,-0.0274642313398285,1,0,0,0,0,-1.43435289900892,1.08361572267821,1.08134139430664,1.08497665795706,1,0,1,0,"1"
1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,-0.780091619999308,-0.0585570106977051,1,0,1,0,1,0,1,0,0,1,0,0,-0.440755842100049,0.522722085133584,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0.0967377903396252,1,0,1,0,1,0,0,0,1,0.692350715432528,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,-0.695002124334021,0.677356517547599,0,1,0,0,1,0,0,1,0,1,1,0,1,0,-0.448611469718057,0.135640395194574,-0.0275653263470769,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.253069330898656,-0.183682721675744,-0.0483096463933397,0,1,0,1,0,-0.3790178081378,-0.388961173035314,-0.383529779159538,-0.525813217695723,-0.67746244055865,-0.38211082413293,-0.527796208667435,-0.386077483319136,-0.532839283271728,-0.667691188913096,-0.385424620589993,-0.525555205347615,0,0,0,1,0,0.644136602366238,-0.915915826367073,-0.992275400670931,-0.903702722473547,1,0,1,0,"0"
1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,-0.0427402495050958,-0.0585570106977051,1,0,1,0,1,0,1,0,0,1,0,0,-0.0346969285083136,-0.183679461694548,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,-1.24660036121253,1,0,1,0,0,0,1,1,0,-0.600937365066404,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,3.67196011445951,-0.38700504760555,0,1,0,0,1,0,0,1,0,1,1,0,0,1,-0.519047072792045,0.300989365677417,-0.646598419249562,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.253069330898656,-0.183682721675744,-0.0483096463933397,0,1,0,1,0,0.010817588398655,0.022801239513736,0.00584638511488713,-0.118321695310455,-0.0236750151923459,0.00641197427706314,-0.11992737079736,0.00616601190068562,-0.122305012608833,-0.0176746359155758,0.00606686403181654,-0.117081355177652,0,1,0,0,0,-0.51057978728663,1.08361572267821,1.08134139430664,1.08497665795706,1,0,1,0,"0"
1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,-0.780091619999308,-0.0585570106977051,1,0,1,0,1,0,1,0,1,0,0,0,-1.52357961167801,-0.723750134797817,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,-0.574931285436451,1,0,1,0,0,0,1,1,0,0.312175652712505,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1.58341295677565,1.03214370593198,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0.119645706051255,1.61086122201615,-0.646598419249562,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,-0.253069330898656,0.0535315512669601,-0.167045671757598,0,1,0,1,0,-0.84444692085117,-0.649216531483084,-1.01789225413659,-1.18968880739489,-1.41291160409249,-1.0150830155449,-1.19228651186668,-1.02511134633168,-1.20167204679206,-1.39889847684362,-1.02323332565007,-1.19103118033462,0,0,0,0,1,1.02904206558386,-0.915915826367073,-0.992275400670931,-0.903702722473547,1,0,0,1,"0"
1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,-0.0427402495050958,0.826575946430056,1,0,1,0,1,0,0,1,0,0,0,1,1.86024466825312,0.522722085133584,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0.0967377903396252,0,1,0,1,0,0,1,0,1,-0.934141010040384,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,-0.884870047759827,3.87044121300704,0,1,0,0,1,0,1,0,1,0,1,0,0,1,-0.519047072792045,-1.00888249066132,0.384352400674838,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,-0.253069330898656,0.0535315512669601,-0.167045671757598,1,0,0,1,0,0.249405783409102,0.274809270739391,0.128964906501123,0.0105247989452684,-0.154137481759158,0.129260666246221,0.00903842846171939,0.130191166971035,0.00750358129053493,-0.147384629597085,0.129854237642003,0.0120757455184877,0,0,1,0,0,-0.125674324069007,-0.915915826367073,-0.70950947408308,-0.934297789864787,1,0,1,0,"0"
0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,-0.780091619999308,-0.943689967825466,1,0,1,0,1,0,1,0,0,1,0,0,-1.38822664048077,-0.890081008522681,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0.0967377903396252,1,0,0,1,1,0,0,1,0,-0.395377202123285,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,-0.125398354056604,0.322569329163216,0,1,0,0,1,0,1,0,1,0,1,0,1,0,-0.519047072792045,-0.0232278706708474,0.239539657352462,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,-0.0179611489462222,-0.183682721675744,-0.167045671757598,0,1,0,1,0,-0.84444692085117,-0.880569210745915,0.128964906501123,0.0105247989452684,-0.154137481759158,0.129260666246221,0.00903842846171939,0.130191166971035,0.00750358129053493,-0.147384629597085,0.129854237642003,0.0120757455184877,0,0,0,1,0,0.259231139148615,-0.915915826367073,-0.803764782945697,-0.934297789864787,0,1,0,1,"0"
0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,-0.780091619999308,-0.0585570106977051,0,1,1,0,1,0,1,0,0,1,0,0,0.506714956280667,-0.183679461694548,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0.768406866115702,1,0,0,1,0,0,1,0,1,0.692350715432528,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,-0.315266277482409,2.45129245946951,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0.119645706051255,1.61086122201615,-0.646598419249562,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0.0995929420299944,-0.0650755852043919,-0.167045671757598,0,1,0,1,0,0.249405783409102,0.108662925828356,0.128964906501123,0.0105247989452684,-0.154137481759158,0.129260666246221,0.00903842846171939,-0.00343752580995586,0.00750358129053493,-0.147384629597085,0.129854237642003,0.0120757455184877,0,0,1,0,0,-0.0486932314254828,1.08361572267821,1.08134139430664,1.08497665795706,1,0,1,0,"0"
1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,-0.0427402495050958,0.826575946430056,0,1,1,0,1,0,1,0,0,0,0,1,-0.846814755691785,-0.183679461694548,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,-1.24660036121253,1,0,1,0,1,0,0,0,1,2.31884244090544,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1.58341295677565,-0.032217859221167,0,1,0,0,1,0,1,0,1,0,1,0,0,1,-0.519047072792045,2.92073307835488,-0.646598419249562,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,-0.253069330898656,-0.0650755852043919,-0.167045671757598,0,1,0,1,0,-0.258429461954543,-0.261590111323439,-0.132160461110576,-0.262749179650172,-0.344075379476239,-0.131292412932075,-0.264488587308863,-0.132857104289828,-0.267810940192336,-0.336227015925453,-0.13268971655513,-0.261857006590662,0,0,0,0,0,1.49092862144501,-0.915915826367073,-0.992275400670931,-0.903702722473547,1,0,0,1,"0"
1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,-1.51744299049352,-1.82882292495323,1,0,1,0,1,0,1,0,0,1,0,0,-0.846814755691785,-0.183679461694548,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0.33249101171589,1,0,1,0,1,0,0,1,0,-0.582336704331259,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,-0.695002124334021,-1.80615380114308,0,1,0,0,1,0,1,0,0,1,1,0,1,0,-0.480359224809039,-0.432404591424693,0.232845631343661,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.135515239922439,-0.183682721675744,-0.167045671757598,0,1,0,1,0,-0.0317477712980934,-0.0221582879059662,-0.0581575094178609,-0.185303310557336,0.184403963722086,-0.0574516478307234,-0.186971007458777,-0.058309201537167,-0.189786781069287,0.189204198668038,-0.0582847373018069,-0.184224441027248,0,1,0,0,0,-0.51057978728663,1.08361572267821,1.08134139430664,1.08497665795706,1,0,1,0,"1"
1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1.43196249148333,0.826575946430056,1,0,1,0,1,0,1,0,0,0,0,1,0.100656042688932,-0.183679461694548,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1.44007594189178,1,0,0,1,0,0,1,0,1,-0.934141010040384,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0.0644695693692023,-0.741792235989933,0,1,0,0,1,0,1,0,0,1,0,1,0,1,2.67441682142446,-1.00888249066132,-0.646598419249562,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,-0.253069330898656,-0.183682721675744,-0.0483096463933397,0,1,0,1,0,-0.0922081887983525,-0.0860194138961028,-0.0249951089738405,-0.150598060768702,-0.210981690398708,-0.0243619268753776,-0.152233622453999,-0.0249025961680866,-0.154822386407159,-0.203900975926399,-0.0249421791931331,-0.149435528317377,0,0,0,0,1,1.10602315822739,-0.915915826367073,-0.992275400670931,-0.903702722473547,1,0,1,0,"0"
1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.780091619999308,-0.0585570106977051,0,1,1,0,1,0,1,0,0,0,0,1,1.45418575466138,1.93552517878985,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,-0.574931285436451,1,0,1,0,0,0,1,0,1,0.692350715432528,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0.823941263072426,-0.741792235989933,0,1,0,1,0,0,0,0,0,1,1,0,1,0,-0.479683025577833,1.15497338085003,-0.157303593831796,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,-0.253069330898656,-0.183682721675744,0.189162404335177,0,1,0,1,0,-0.0410458316797974,-0.0319793349653476,-0.0434666491699201,-0.169928971918149,-0.268725432052542,-0.0427929844140348,-0.171582432999411,-0.0435101591197246,-0.174297641900901,-0.261311667002285,-0.0435140676601376,-0.168813039923723,0,1,0,0,0,-0.51057978728663,-0.915915826367073,-0.835183219233236,-0.934297789864787,1,0,0,1,"1"
0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,-0.0427402495050958,-0.943689967825466,1,0,1,0,1,0,1,0,0,0,0,1,2.13095061064761,4.76113136610238,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0.0967377903396252,0,1,0,1,0,0,1,0,1,-0.934141010040384,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,2.34288465047887,-1.4513666127587,0,1,0,1,0,0,0,0,0,1,1,0,1,0,-0.49428386446145,0.606887391224081,0.0584958628797246,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,-0.253069330898656,0.0535315512669601,-0.167045671757598,0,1,0,1,0,0.0859138022198522,0.102121379375443,0.041461685718994,-0.081049426499599,-0.188558312418482,0.0419492195594128,-0.0826205898472235,0.0420435803653382,-0.0847544309362425,-0.181606930039693,0.0418756478969917,-0.0797192352085753,0,0,0,0,1,1.10602315822739,-0.915915826367073,-0.992275400670931,-0.903702722473547,1,0,1,0,"1"
0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.0427402495050958,-0.0585570106977051,1,0,1,0,1,0,1,0,0,0,0,1,0.506714956280667,2.64192672561798,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0.0967377903396252,1,0,1,0,1,0,0,0,1,2.31884244090544,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,-0.695002124334021,0.677356517547599,0,1,0,1,0,0,0,0,0,1,1,0,1,0,-0.519047072792045,0.318503817179585,0.0264355833732385,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,-0.253069330898656,-0.183682721675744,0.0704263789709185,0,1,0,1,0,1.34325848766937,0.145812235041175,1.27582206713883,1.21073840528543,-0.09619273383167,1.27360434803735,1.21036336879012,1.28549368027375,1.21667920937313,-0.0897740915983876,0.0556119650857945,-0.0653870553536637,1,0,0,0,0,-1.3573718063654,1.08361572267821,1.08134139430664,1.08497665795706,1,0,0,1,"0"
1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,-1.51744299049352,-0.943689967825466,1,0,1,0,1,0,1,0,0,0,0,1,-0.440755842100049,-0.890081008522681,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,-0.574931285436451,1,0,0,1,1,0,0,0,1,-0.934141010040384,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0.0644695693692023,0.322569329163216,0,1,0,0,1,0,1,0,0,1,1,0,1,0,-0.479798767319739,0.103926339990261,0.00580495475504213,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.253069330898656,-0.0650755852043919,-0.167045671757598,0,1,0,1,0,-0.0412313397314065,-0.032175277261908,-0.0967607233183864,-0.225702502507366,-0.278991720097492,-0.095970258029167,-0.227407606912668,-0.0971966860221927,-0.230487634685809,-0.271518741822238,-0.0970976665658559,-0.224721022116811,0,0,0,0,1,1.02904206558386,1.08361572267821,1.08134139430664,1.08497665795706,1,0,1,0,"0"
0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,-0.0427402495050958,-0.0585570106977051,0,1,1,0,1,0,1,0,0,0,0,1,-1.52357961167801,-0.154367105301111,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,-0.715873313013306,1,0,1,0,1,0,0,0,1,0.692350715432528,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,2.15301672705307,-0.741792235989933,0,1,0,0,1,0,1,0,0,1,1,0,1,0,-0.496247188434796,0.323777923949986,0.066624407136866,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0.217147033006211,-0.183682721675744,-0.167045671757598,0,1,0,1,0,0.0775841188403794,0.0933231774815806,0.0445900812564177,-0.0777754853159019,-0.113164293199566,0.0450707588323626,-0.0793436171680545,0.0451950131252652,-0.0814560431607748,-0.106647763515727,0.0450210387190325,-0.0764374016315067,0,1,0,0,0,-0.356617601999581,1.08361572267821,1.08134139430664,1.08497665795706,1,0,1,0,"1"
1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2.16931386197754,0.826575946430056,0,1,1,0,1,0,1,0,0,0,0,1,0.506714956280667,1.22912363196172,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,-0.574931285436451,1,0,0,1,1,0,0,0,1,0.692350715432528,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0.0644695693692023,0.677356517547599,0,1,0,0,1,0,1,0,0,1,1,0,0,1,-0.519047072792045,1.61086122201615,-0.646598419249562,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,-0.253069330898656,-0.0650755852043919,-0.167045671757598,0,1,0,1,0,-1.93829962511144,-2.03594769223122,-2.1647494147743,-2.38990241373505,-1.41291160409249,-2.15942669733603,-2.39361145219509,-2.1804138596344,-2.41084767487466,-1.39889847684362,-2.17632088894214,-2.39413810618772,0,0,0,0,0,1.64489080673206,-0.915915826367073,-0.740927910370619,-0.903702722473547,1,0,1,0,"0"
0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.780091619999308,-0.0585570106977051,0,1,1,0,1,0,1,0,0,0,0,1,-0.440755842100049,0.522722085133584,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,-1.24660036121253,1,0,1,0,1,0,0,0,1,-0.934141010040384,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0.0644695693692023,0.677356517547599,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0.119645706051255,0.300989365677417,-0.646598419249562,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,-0.135515239922439,-0.0650755852043919,-0.167045671757598,0,1,0,1,0,-1.93829962511144,-2.03594769223122,-2.1647494147743,-2.38990241373505,-1.41291160409249,-2.15942669733603,-2.39361145219509,-2.1804138596344,-2.41084767487466,-1.39889847684362,-2.17632088894214,-2.39413810618772,0,0,0,0,0,1.41394752880148,-0.915915826367073,-0.992275400670931,-0.873107655082307,1,0,1,0,"1"
0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,-1.51744299049352,-0.943689967825466,1,0,1,0,1,0,1,0,0,1,0,0,-0.440755842100049,-0.890081008522681,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,-0.328853140904146,1,0,1,0,0,0,1,0,1,-0.934141010040384,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0.0644695693692023,-0.38700504760555,0,1,0,0,1,0,1,0,0,1,1,0,1,0,-0.50113255992834,0.582671583335865,-0.102672089012868,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,-0.135515239922439,-0.0650755852043919,-0.167045671757598,0,1,0,1,0,0.249405783409102,0.274809270739391,0.128964906501123,0.0105247989452684,-0.154137481759158,0.129260666246221,0.00903842846171939,0.130191166971035,0.00750358129053493,-0.147384629597085,0.129854237642003,0.0120757455184877,0,0,1,0,0,0.0282878612180418,-0.915915826367073,-0.772346346658158,-0.934297789864787,1,0,1,0,"0"
1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,-0.780091619999308,-0.0585570106977051,1,0,0,1,1,0,1,0,0,0,1,0,-1.65893258287526,-0.286287859365693,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0.768406866115702,1,0,1,0,0,0,1,0,1,0.692350715432528,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,-1.26460589461144,0.677356517547599,0,1,0,0,1,0,0,1,0,1,1,0,0,1,-0.519047072792045,-1.00888249066132,2.44625404052364,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,-0.253069330898656,-0.183682721675744,-0.0483096463933397,0,1,0,1,0,-0.185468804914555,-0.184525646600981,-0.112358986740806,-0.242026460396295,-0.344700470190319,-0.111534335934418,-0.243746679918713,-0.112909813649228,-0.246933483932035,-0.336848501282179,-0.112780668929764,-0.241084331689172,0,0,0,0,0,1.56790971408853,-0.915915826367073,-0.992275400670931,-0.903702722473547,0,1,1,0,"1"
