"FBCP1_4.no","FBCP1_4.si","FBCP1_6.indígena?","FBCP1_6.mestizo/a?","FBCP1_7.casado","FBCP1_7.divorciado","FBCP1_7.separado","FBCP1_7.soltero","FBCP1_7.unión libre","FBCH_17.no","FBCH_17.si","FSCCN_23.hombre","FSCCN_23.mujer","FBCH_1.carretera/ calle pavimentada o adoquinada","FBCH_1.empedrado","FBCH_1.lastrado/ calle de tierra","FBCH_1.sendero","FBCH_2.casa o villa","FBCH_2.departamento","FBCH_2.mediagua","FBCH_2.rancho","FBCH_3.asbesto(eternit)?","FBCH_3.hormigón/losa/cemento?","FBCH_3.teja?","FBCH_3.zinc?","FBCH_4.asbesto/cemento (fibrolit)?","FBCH_4.hormigón/bloque/ladrillo?","FBCH_4.madera?","FBCH_5.cemento/ladrillo?","FBCH_5.cerámica/baldosa/vinyl?","FBCH_5.duela/ parquet/ tabloncillo/ tablón tratado/ piso flotante ?","FBCH_5.tabla/tablón no tratado?","FBCH_6.otra fuente por tubería?","FBCH_6.pozo?","FBCH_6.red pública?","FBCH_6.río/ vertiente/ acequia?","FBCH_7.no recibe agua por tubería, sino por otros medios?","FBCH_7.por tubería dentro de la vivienda?","FBCH_7.por tubería fuera de la vivienda pero dentro del edificio, lote o terreno?","FBCH_8.excusado y alcantarillado?","FBCH_8.excusado y pozo ciego?","FBCH_8.excusado y pozo séptico?","FBCH_8.no tiene?","FBCH_10.la queman?","FBCH_10.servicio municipal ?","FBCH_11","FBCH_12","FBCH_13.la beben tal como llega al hogar?","FBCH_13.la hierven?","FBCH_14.gas?","FBCH_14.leña/carbón?","FBCH_15.no","FBCH_15.si","FBCH_16.no","FBCH_16.si","FBCH_18.cedida?","FBCH_18.en arriendo?","FBCH_18.propia y la está pagando?","FBCH_18.propia y totalmente pagada ?","FBCP1_1","FBCP1_5","FBCP1_8.Educación Básica","FBCP1_8.Educación Media/Bachillerato","FBCP1_8.Superior","FIPA_4.no","FIPA_4.si","FIPA_5.entre una hora y menos de 24 horas?","FIPA_5.inmediatamente después de nacido (después del parto)?","FIPA_5.más de un día?","FIPA_5.menos de una hora?","FIPA_6.no","FIPA_6.si","FIPA_11.no","FIPA_11.si","FIPA_12.no","FIPA_12.si","FIPA_13.no","FIPA_13.si","FIPA_14","FIPA_15.no","FIPA_15.si","FIPA_17.no","FIPA_17.si","FIPA_19.no","FIPA_19.no sabe / no responde","FIPA_19.si","FIPA_20.no","FIPA_20.si","FIPA_21","FIPA_22.no","FIPA_22.si","FIPA_24.no","FIPA_24.no sabe / no responde","FIPA_24.si","FIPA_26.no","FIPA_26.si","FIPA_28.no","FIPA_28.no sabe / no responde","FIPA_28.si","FIPA_32.no","FIPA_32.si","FIPA_33.no","FIPA_33.no sabe / no responde","FIPA_33.si","FIPA_34.no","FIPA_34.si","FIPA_35.no","FIPA_35.si","FIPA_36.no","FIPA_36.no sabe / no responde","FIPA_36.si","FBCP1_3.no quería más hijos?","FBCP1_3.quería esperar mas tiempo ?","FBCP1_3.tener ese hijo?","FSCE_2.clínica/consultorio privado","FSCE_2.establecimientos de salud del msp","FSCE_2.hospital/clínica/dispensario del iess","FSCE_3","FSCE_4","FSCE_5.no","FSCE_5.si","FSCE_6.clínica/consultorio privado","FSCE_6.en casa","FSCE_6.establecimientos de salud del msp","FSCE_6.hospital/clínica/dispensario del iess","FSCE_7.médico","FSCE_7.obstetriz","FSCE_8.césaria","FSCE_8.normal (vaginal)","FSCE_9.a tiempo","FSCE_9.prematuro","FSCE_10.no","FSCE_10.si","FSCE_11","FSCE_12","FSCE_13","FSCE_14.clínica/consultorio privado","FSCE_14.consejo provincial/unidad municipal de salud","FSCE_14.establecimientos de salud del msp","FSCN_2.gramos","FSCN_2.kilos-gramos","FSCN_2.libras-onzas","FSCN_2.no sabe","FSCN_5.igual","FSCN_5.más grande","FSCN_5.pequeño","FSCN_6.no","FSCN_6.si","FSCN_6.si le entregaron pero se perdio","FSCN_7.no","FSCN_7.si","FSCN_9.no","FSCN_9.si","FSCN_11.no","FSCN_11.si","FSCN_13.no","FSCN_13.si","FSCCN_2","FSCCN_3","FSCCN_4","FSCCN_5.¿estaba enfermo?","FSCCN_5.¿para control niño sano?","FSCCN_6.clínica/consultorio privado","FSCCN_6.establecimientos de salud del msp","FSCCN_6.hospital/clínica/dispensario del iess","FSCCN_8","FSCCN_9","FSCCN_10","FSCCN_11","FSCCN_12","FSCCN_13","FSCCN_14","FSCCN_15","FSCCN_16","FSCCN_17","FSCCN_18","FSCCN_19","FSCCN_21.0-11","FSCCN_21.12-18","FSCCN_21.19-23","FSCCN_21.24-30","FSCCN_21.31-35","FSCCN_22","FIPA_1","FIPA_2","FIPA_3","FIEI_1.no","FIEI_1.si","FIEI_4.no","FIEI_4.si","dcronica"
1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,-0.0427402495050958,-0.0585570106977051,0,1,1,0,1,0,1,0,1,0,0,0,-0.170049899705559,-0.183679461694548,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0.0967377903396252,1,0,1,0,0,0,1,0,1,0.692350715432528,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,-0.884870047759827,0.322569329163216,0,1,0,0,1,0,1,0,0,1,1,0,0,1,-0.519047072792045,-1.00888249066132,0.384352400674838,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,-0.253069330898656,-0.183682721675744,-0.0483096463933397,1,0,0,1,0,0.249405783409102,0.274809270739391,1.27582206713883,1.21073840528543,1.10463664057417,1.27360434803735,1.21036336879012,1.28549368027375,1.21667920937313,1.10412921764945,1.28294180093407,1.21518267137159,0,1,0,0,0,-0.664541972573679,1.08361572267821,1.08134139430664,1.08497665795706,0,1,1,0,"0"
1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,-0.780091619999308,-0.0585570106977051,0,1,1,0,1,0,1,0,0,0,0,1,1.72489169705587,4.05472981927425,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,-0.574931285436451,1,0,1,0,1,0,0,0,1,0.692350715432528,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,-0.695002124334021,-1.80615380114308,0,1,0,0,1,0,1,0,0,1,1,0,1,0,-0.408615118572426,0.125572581482872,-0.0678935687658294,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,-0.135515239922439,0.0535315512669601,-0.167045671757598,0,1,0,1,0,-0.626265937198256,-0.540072640300531,-0.634163818283862,-0.788107768659452,-0.871845254501007,-0.632195567863552,-0.790333630440058,-0.638557168896139,-0.797092393492112,-0.980152823474809,-0.637420251232624,-0.788482062042953,0,0,0,1,0,0.490174417079189,-0.915915826367073,-0.992275400670931,-0.873107655082307,1,0,1,0,"1"
1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,-0.0427402495050958,-0.0585570106977051,1,0,1,0,1,0,1,0,0,0,1,0,1.18347981226689,2.64192672561798,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,-0.577496829028899,1,0,1,0,0,1,0,1,0,-0.493917692794445,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0.823941263072426,-1.4513666127587,1,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.221349984836165,0.355807844358148,0.0757760902569748,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,-0.253069330898656,-0.183682721675744,0.0704263789709185,0,1,0,1,0,1.34325848766937,1.4301877522247,1.27582206713883,0.631855326434867,0.566926075441177,1.27360434803735,0.630944274985767,1.28549368027375,0.633473597673767,0.569520024359646,1.28294180093407,0.634904096170295,1,0,0,0,0,-1.43435289900892,1.08361572267821,1.08134139430664,1.08497665795706,1,0,0,1,"1"
1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.0427402495050958,-0.943689967825466,0,1,1,0,1,0,1,0,0,0,0,1,-0.98216772688903,-0.890081008522681,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,-1.0567287166535,0,0,1,0,0,1,0,1,0,-0.769410667538972,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0.0644695693692023,-0.741792235989933,0,0,0,0,1,0,1,0,1,0,1,0,1,0,-0.431009385356006,-0.448958835260348,0.238063497599401,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0.217147033006211,-0.183682721675744,-0.167045671757598,0,1,0,1,0,0.249405783409102,0.274809270739391,0.128964906501123,0.0105247989452684,-0.154137481759158,0.129260666246221,0.00903842846171939,0.130191166971035,0.00750358129053493,-0.147384629597085,0.129854237642003,0.0120757455184877,0,0,1,0,0,0.105268953861566,1.08361572267821,1.08134139430664,1.08497665795706,1,0,0,1,"0"
1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.780091619999308,-0.943689967825466,1,0,0,1,1,0,1,0,1,0,0,0,1.31883278346414,5.46753291293051,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0.319917441739936,1,0,1,0,1,0,0,0,1,-0.934141010040384,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,-0.695002124334021,-1.80615380114308,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0.758338484894555,-1.00888249066132,-0.646598419249562,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,-0.253069330898656,0.172138687738312,-0.167045671757598,0,1,0,1,0,-1.93829962511144,-2.03594769223122,-2.1647494147743,-2.38990241373505,-2.67168572642582,-2.15942669733603,-2.39361145219509,-2.1804138596344,-2.41084767487466,-2.65041232409016,-2.17632088894214,-2.39413810618772,0,0,0,0,0,1.72187189937558,-0.915915826367073,-0.740927910370619,-0.934297789864787,1,0,0,1,"0"
1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,-0.780091619999308,-0.943689967825466,1,0,1,0,1,0,1,0,0,1,0,0,-0.170049899705559,0.522722085133584,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0.00393831186853922,1,0,1,0,1,0,0,1,0,0.44576299759403,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,-0.0907087443239851,-0.576750643577149,0,0,0,1,0,0,0,0,0,1,1,0,1,0,-0.235670594283447,-0.19034130915364,-0.185393329640781,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,-0.188082247123313,-0.107882241211823,-0.1134752456974,1,0,1,0,0,-0.924646961708857,-0.927801299972452,-0.943856975562926,-1.05887506724734,-1.23488226339156,-0.941209994410951,-1.06135164515068,-0.950530878645841,-1.06988151753196,-1.26249341832742,-0.948795843897168,-1.05990209136505,0,0,0,0,0,1.41394752880148,-0.915915826367073,-0.992275400670931,-0.873107655082307,1,0,1,0,"0"
1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,-0.780091619999308,-0.0585570106977051,0,1,1,0,1,0,1,0,0,1,0,0,0.236009013886177,1.22912363196172,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,-0.574931285436451,1,0,1,0,0,0,1,0,1,-0.934141010040384,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0.823941263072426,-0.38700504760555,0,1,0,0,1,0,1,0,0,1,1,0,0,1,-0.519047072792045,0.300989365677417,-0.646598419249562,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.253069330898656,-0.183682721675744,-0.0483096463933397,1,0,0,1,0,-0.682438001767403,-0.641227112067909,-0.780315387240075,-0.887883228011292,-1.02205459916649,-0.778026827639533,-0.89020147656254,-0.7857849848208,-0.89761287842219,-1.08419294461206,-0.784365801474752,-0.888498047149484,0,0,0,1,0,0.567155509722714,-0.915915826367073,-0.992275400670931,-0.903702722473547,0,1,1,0,"0"
1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,-1.51744299049352,-0.943689967825466,1,0,0,1,1,0,1,0,0,0,0,1,-0.846814755691785,-0.183679461694548,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,-0.574931285436451,1,0,1,0,1,0,0,0,1,0.692350715432528,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,-0.695002124334021,-0.38700504760555,0,1,0,0,1,0,1,0,0,1,1,0,1,0,-0.495330789412768,-0.325654213008125,0.276083831901646,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,-0.253069330898656,0.172138687738312,-0.167045671757598,0,1,0,1,0,0.249405783409102,0.274809270739391,0.128964906501123,0.0105247989452684,-0.154137481759158,0.129260666246221,0.00903842846171939,0.130191166971035,0.00750358129053493,-0.147384629597085,0.129854237642003,0.0120757455184877,0,0,1,0,0,0.0282878612180418,1.08361572267821,1.08134139430664,1.08497665795706,1,0,0,1,"1"
1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1.43196249148333,1.71170890355782,1,0,0,1,1,0,1,0,0,0,0,1,0.506714956280667,3.34832827244611,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0.136758091242715,1,0,1,0,1,0,0,1,0,-0.26441976915519,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0.823941263072426,-1.4513666127587,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0.119645706051255,-1.00888249066132,-0.646598419249562,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,-0.253069330898656,-0.183682721675744,-0.0483096463933397,0,1,0,1,0,-1.1371630970051,-1.1052114981118,-1.10119034571731,-1.07456817511878,-1.08235835446788,-1.09819854908934,-1.07705928400566,-1.1090228375439,-1.08569180618956,-1.1618241834979,-1.10698394145848,-1.07563303014841,0,0,0,0,0,2.33772064052378,-0.915915826367073,-0.70950947408308,-0.934297789864787,1,0,1,0,"0"
1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,-1.51744299049352,-0.943689967825466,0,1,0,1,1,0,1,0,0,0,0,1,-1.11752069808628,-0.183679461694548,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,-0.699631769895459,1,0,1,0,0,1,0,1,0,-0.277317754025911,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,-0.884870047759827,-1.80615380114308,0,1,0,1,0,0,0,0,0,1,1,0,0,1,-0.519047072792045,-1.00888249066132,0.384352400674838,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.253069330898656,-0.183682721675744,0.0704263789709185,1,0,0,1,0,0.339303360326935,0.369763303859211,0.255464325216915,0.253300876844716,0.142594610405102,0.255482845891656,0.252039304101733,0.257622115993862,0.252092473573343,0.147635990605709,0.257040875604614,0.255437076542672,0,1,0,0,0,-0.587560879930155,1.08361572267821,1.08134139430664,1.08497665795706,1,0,1,0,"0"
1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,-1.51744299049352,-0.943689967825466,1,0,0,1,1,0,1,0,0,0,0,1,-1.38822664048077,-0.890081008522681,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,-0.740893502090953,1,0,1,0,0,1,0,1,0,-0.227416882712009,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,-0.33385586331702,0.530958792676932,1,0,0,1,0,0,0,0,0,1,1,0,1,0,-0.371381011983237,-0.323864513984225,0.513326660000445,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,-0.197063299725512,-0.152651048369943,0.0115160724563301,0,1,0,0,0,0.249405783409102,0.735382466817585,1.27582206713883,1.21073840528543,1.10463664057417,1.27360434803735,1.21036336879012,1.28549368027375,1.21667920937313,1.10412921764945,1.28294180093407,1.21518267137159,0,1,0,0,0,-0.587560879930155,1.08361572267821,1.08134139430664,1.08497665795706,1,0,1,0,"0"
1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,-1.51744299049352,-1.82882292495323,1,0,0,1,1,0,1,0,0,0,0,1,0.777420898675158,4.76113136610238,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,-0.574931285436451,1,0,1,0,1,0,0,1,0,-0.386085172784847,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,2.34288465047887,-1.80615380114308,0,1,0,1,0,0,0,0,0,1,1,0,0,1,-0.519047072792045,-1.00888249066132,0.384352400674838,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.253069330898656,-0.183682721675744,0.307898429699435,0,1,0,1,0,-0.590661494076466,-0.482373888109632,-0.62263376142969,-0.627616577276737,-0.626052315499316,-0.620690780550346,-0.629693832746887,-0.626942205743499,-0.635402810807179,-0.757540987938925,-0.625827556327878,-0.627603979282544,0,0,0,0,0,1.49092862144501,-0.915915826367073,-0.803764782945697,-0.903702722473547,1,0,1,0,"1"
1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,-1.51744299049352,-0.943689967825466,1,0,0,1,1,0,1,0,0,0,0,1,1.04812684106965,0.522722085133584,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0.0785759011889152,1,0,1,0,1,0,0,1,0,-0.271423807061252,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0.341297793799306,-0.183193005017232,0,0,0,0,1,0,1,0,0,1,1,0,1,0,-0.480738454492063,-0.227555106809858,0.140755403335705,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,8.79859567427003,8.94906678661835,8.97562828129029,0,1,0,1,0,-0.775183615052206,-0.72633893804348,-0.864799483697842,-0.791100132465008,-0.697607351553009,-0.862325766785119,-0.793328765015404,-0.870891214542987,-0.800107101344882,-0.850602161633909,-0.869308865236284,-0.86364366401691,0,0,0,0,0,2.1067773625932,1.41687098085243,1.42694419346957,1.4215223992607,1,0,1,0,"0"
1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,-0.0427402495050958,-0.943689967825466,0,1,1,0,1,0,1,0,1,0,0,0,-0.71146178449454,-0.890081008522681,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0.0967377903396252,1,0,1,0,0,0,1,0,1,-0.934141010040384,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0.0644695693692023,0.322569329163216,0,1,0,0,1,0,1,0,0,1,1,0,1,0,-0.455238343246792,0.50276077029749,0.00348434943002926,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.253069330898656,-0.183682721675744,-0.0483096463933397,0,1,0,1,0,-0.270334512605931,-0.274164783662808,-0.333757272856736,-0.421094169357638,-0.525962698753336,-0.332447400413406,-0.42298019605814,-0.335938456770243,-0.427338295466288,-0.517065257413832,-0.335381720757791,-0.420583713890794,0,0,0,0,1,0.875079880296812,-0.915915826367073,-0.992275400670931,-0.903702722473547,1,0,0,1,"1"
1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,-1.51744299049352,-0.943689967825466,1,0,0,1,1,0,1,0,0,0,0,1,-0.576108813297294,-0.183679461694548,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1.44007594189178,1,0,1,0,1,0,0,0,1,-0.934141010040384,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0.823941263072426,-0.38700504760555,0,1,0,0,1,0,1,0,0,1,1,0,0,1,-0.519047072792045,-1.00888249066132,0.384352400674838,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,-0.253069330898656,-0.183682721675744,0.0704263789709185,0,1,0,1,0,-0.809726439373751,-0.757402446784823,-0.811162798817948,-0.862129879356589,-0.975136787303406,-0.808806633312211,-0.864424281676199,0.130191166971035,1.21667920937313,-1.05733883107422,-0.815380794336128,-0.862682615657365,0,0,0,0,1,1.02904206558386,-0.915915826367073,-0.992275400670931,-0.903702722473547,0,1,1,0,"0"
1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,-0.780091619999308,-1.82882292495323,0,1,0,1,1,0,1,0,0,0,0,1,0.912773869872403,1.93552517878985,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,-0.353352545637071,1,0,1,0,1,0,0,1,0,0.0105382224593938,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,-1.26460589461144,1.03214370593198,0,1,0,0,1,0,1,0,0,1,1,0,1,0,-0.412739405665688,0.0714736439473511,0.0485024158884213,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.253069330898656,-0.183682721675744,-0.0483096463933397,0,1,0,1,0,-0.173509649381938,-0.102097678381802,-0.245162221899312,-0.381008240581197,-0.48873184683178,-0.244046516431728,-0.382857149842883,-0.246690999850342,-0.386953044166455,-0.555652806222822,-0.246305369373781,-0.380401151149107,0,1,0,0,0,-0.664541972573679,-0.885619893805781,-0.992275400670931,-0.934297789864787,0,0,1,0,"0"
1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,-0.780091619999308,-0.0585570106977051,1,0,0,1,1,0,1,0,0,0,1,0,-0.440755842100049,0.522722085133584,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0.0967377903396252,1,0,1,0,1,0,0,1,0,0.135720915168519,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,-0.695002124334021,0.677356517547599,0,1,0,1,0,0,0,0,0,1,1,0,1,0,-0.436192425069242,-0.0355378786860843,-0.1155533215603,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0.0995929420299944,0.0535315512669601,-0.167045671757598,0,1,0,1,0,-0.84444692085117,-0.764034285127859,-1.01789225413659,-1.18968880739489,-1.41291160409249,-1.0150830155449,-1.19228651186668,-1.02511134633168,-1.20167204679206,-1.39889847684362,-1.02323332565007,-1.19103118033462,0,0,0,0,1,0.875079880296812,-0.915915826367073,-0.960856964383392,-0.903702722473547,1,0,0,1,"0"
1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,-0.780091619999308,-0.943689967825466,1,0,0,1,1,0,1,0,0,0,0,1,1.58953872585863,1.22912363196172,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,-0.081643362024819,1,0,1,0,1,0,0,1,0,-0.442258976576905,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0.254337492795008,-1.80615380114308,0,1,0,1,0,0,0,0,0,1,1,0,1,0,-0.494125496071191,0.236262920611451,-0.0521361090655157,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,-0.138027475321203,-0.107868433732528,-0.0825343915762421,1,0,1,0,0,-0.631814048104746,-0.591911580973205,-0.686613596022496,-0.680556479762641,-0.671231600788665,-0.684530395448515,-0.68268275476786,-0.691393182066183,-0.688738016724585,-0.730891743355433,-0.690154967013814,-0.680671502428693,0,0,0,0,0,1.72187189937558,-0.915915826367073,-0.992275400670931,-0.903702722473547,1,0,1,0,"1"
1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-1.51744299049352,-0.943689967825466,1,0,0,1,1,0,1,0,0,0,0,1,-0.0346969285083136,0.522722085133584,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,-0.749348580155478,1,0,1,0,1,0,0,0,1,-0.934141010040384,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,-0.695002124334021,0.322569329163216,0,1,0,1,0,0,0,0,0,1,1,0,0,1,-0.519047072792045,-1.00888249066132,0.384352400674838,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,-0.253069330898656,-0.183682721675744,-0.0483096463933397,0,1,0,1,0,0.303728079064082,0.332187024819262,0.203256452227057,0.160761132249979,0.0764663976156485,0.203389392891391,0.159413872623521,0.20502978893734,0.15886173264369,0.0818891877986592,0.204549378741078,0.162674249117225,0,1,0,0,0,-0.433598694643105,1.08361572267821,1.08134139430664,1.08497665795706,0,1,1,0,"1"
